inning_id,runs,wickets,overs,final_score,checkpoint
377-1,48,2,8,162,9
377-2,66,0,8,163,9
378-1,55,1,8,162,9
378-2,62,2,8,144,9
379-1,41,2,8,187,9
379-2,68,2,8,149,9
38-1,71,2,8,161,9
38-2,51,4,8,167,9
380-1,68,0,8,222,9
381-1,69,0,8,190,9
381-2,77,1,8,192,9
382-1,53,2,8,128,9
382-2,58,2,8,129,9
383-1,44,3,8,156,9
383-2,54,1,8,154,9
384-1,50,1,8,126,9
384-2,38,1,8,104,9
385-1,55,1,8,165,9
385-2,53,1,8,160,9
386-1,55,3,8,148,9
386-2,44,3,8,139,9
387-1,30,3,8,99,9
388-1,43,3,8,130,9
388-2,47,2,8,130,9
389-1,46,2,8,144,9
389-2,46,5,8,125,9
39-1,75,1,8,185,9
39-2,73,2,8,189,9
390-1,59,2,8,209,9
390-2,61,2,8,165,9
391-1,60,3,8,138,9
392-1,54,1,8,154,9
393-1,54,1,8,145,9
393-2,79,1,8,148,9
394-1,35,3,8,114,9
394-2,46,2,8,115,9
395-1,56,1,8,183,9
395-2,57,4,8,142,9
396-1,46,1,8,165,9
396-2,46,2,8,166,9
397-1,62,1,8,180,9
397-2,55,0,8,132,9
398-1,43,3,8,124,9
398-2,58,3,8,126,9
399-1,63,0,8,159,9
399-2,54,3,8,135,9
4-1,48,2,8,163,9
4-2,62,2,8,164,9
40-1,52,3,8,155,9
40-2,88,2,8,158,9
400-1,54,1,8,157,9
400-2,65,2,8,153,9
401-1,52,2,8,152,9
401-2,64,2,8,152,9
402-1,33,4,8,119,9
402-2,55,2,8,108,9
403-1,69,1,8,179,9
403-2,35,4,8,92,9
404-1,50,1,8,169,9
405-1,45,1,8,123,9
405-2,48,2,8,127,9
406-1,55,4,8,119,9
406-2,37,2,8,124,9
407-1,47,2,8,117,9
408-1,43,2,8,161,9
409-1,61,0,8,185,9
409-2,65,3,8,186,9
41-1,77,2,8,208,9
410-1,74,1,8,185,9
410-2,70,1,8,186,9
411-1,109,0,8,263,9
411-2,61,4,8,133,9
412-1,63,1,8,171,9
412-2,38,3,8,164,9
413-1,68,2,8,159,9
413-2,65,2,8,162,9
414-1,53,3,8,159,9
414-2,68,1,8,160,9
415-1,60,1,8,149,9
415-2,55,2,8,150,9
416-1,46,6,8,144,9
417-1,67,1,8,194,9
417-2,44,4,8,136,9
418-1,86,0,8,200,9
418-2,72,2,8,186,9
419-1,62,1,8,164,9
419-2,65,0,8,149,9
42-1,42,3,8,138,9
42-2,52,4,8,119,9
420-1,66,2,8,171,9
420-2,63,2,8,173,9
421-1,44,2,8,174,9
421-2,67,3,8,170,9
422-1,41,2,8,164,9
422-2,55,5,8,127,9
423-1,49,2,8,129,9
424-1,49,4,8,136,9
425-1,49,1,8,186,9
425-2,53,2,8,171,9
426-1,46,1,8,187,9
426-2,49,2,8,170,9
427-1,47,2,8,132,9
428-1,34,2,8,80,9
429-1,40,1,8,174,9
429-2,61,1,8,176,9
43-1,43,2,8,148,9
43-2,59,2,8,136,9
430-1,43,2,8,139,9
431-1,74,0,8,178,9
431-2,72,0,8,182,9
432-1,50,2,8,161,9
433-1,48,3,8,154,9
434-1,59,0,8,170,9
434-2,52,2,8,105,9
435-1,65,1,8,223,9
435-2,56,3,8,146,9
436-1,58,1,8,145,9
436-2,55,1,8,147,9
437-1,54,2,8,152,9
437-2,41,3,8,106,9
438-1,55,2,8,183,9
438-2,64,3,8,179,9
439-1,50,2,8,112,9
439-2,40,3,8,116,9
44-1,76,0,8,212,9
440-1,51,4,8,150,9
440-2,50,3,8,120,9
441-1,42,1,8,115,9
441-2,46,2,8,116,9
442-1,59,0,8,141,9
443-1,50,3,8,120,9
444-1,70,1,8,178,9
444-2,59,1,8,184,9
445-1,50,1,8,170,9
445-2,54,3,8,163,9
446-1,63,1,8,168,9
446-2,56,4,8,135,9
447-1,66,1,8,166,9
447-2,47,4,8,152,9
448-1,73,0,8,190,9
449-1,34,3,8,136,9
449-2,39,1,8,113,9
45-1,54,3,8,158,9
450-1,63,2,8,183,9
450-2,59,2,8,133,9
451-1,54,1,8,172,9
451-2,57,4,8,134,9
453-1,47,2,8,130,9
453-2,62,0,8,132,9
454-1,55,1,8,192,9
454-2,86,1,8,144,9
455-1,38,2,8,132,9
455-2,55,3,8,135,9
456-1,54,1,8,165,9
456-2,61,0,8,169,9
457-1,45,3,8,148,9
457-2,41,6,8,125,9
458-1,44,1,8,163,9
458-2,41,2,8,122,9
459-1,36,4,8,145,9
46-1,63,1,8,189,9
46-2,81,0,8,192,9
460-1,89,0,8,205,9
460-2,83,3,8,206,9
461-1,50,1,8,133,9
461-2,43,3,8,135,9
462-1,58,2,8,115,9
463-1,50,2,8,166,9
463-2,66,3,8,167,9
464-1,67,2,8,191,9
464-2,60,2,8,193,9
465-1,46,1,8,177,9
466-1,57,1,8,193,9
466-2,54,4,8,121,9
467-1,63,2,8,140,9
467-2,47,4,8,133,9
468-1,66,2,8,150,9
468-2,67,1,8,148,9
469-1,67,1,8,184,9
469-2,69,0,8,180,9
47-1,45,3,8,138,9
47-2,65,1,8,140,9
470-1,44,2,8,141,9
470-2,62,2,8,142,9
472-1,59,3,8,132,9
472-2,31,3,8,109,9
473-1,42,3,8,125,9
473-2,45,1,8,126,9
474-1,55,2,8,145,9
474-2,65,0,8,146,9
475-1,56,4,8,124,9
475-2,51,3,8,127,9
476-1,53,1,8,152,9
476-2,46,1,8,152,9
477-1,63,2,8,172,9
477-2,43,3,8,157,9
479-1,51,2,8,168,9
479-2,65,2,8,170,9
48-1,54,2,8,167,9
48-2,68,1,8,153,9
480-1,57,1,8,152,9
480-2,52,1,8,156,9
481-1,59,2,8,155,9
481-2,45,3,8,158,9
482-1,63,1,8,170,9
482-2,66,0,8,160,9
483-1,53,2,8,178,9
483-2,58,0,8,181,9
484-1,71,2,8,187,9
484-2,72,1,8,168,9
485-1,53,2,8,160,9
485-2,72,0,8,161,9
486-1,51,2,8,231,9
486-2,61,2,8,187,9
487-1,61,2,8,134,9
487-2,45,4,8,102,9
488-1,88,2,8,198,9
488-2,40,4,8,166,9
489-1,67,2,8,143,9
49-1,70,3,8,195,9
49-2,73,3,8,197,9
490-1,49,1,8,157,9
490-2,56,2,8,160,9
491-1,62,2,8,149,9
492-1,40,2,8,190,9
492-2,60,1,8,191,9
493-1,60,1,8,157,9
493-2,51,1,8,160,9
494-1,61,1,8,148,9
494-2,64,2,8,149,9
495-1,44,1,8,186,9
495-2,65,2,8,170,9
496-1,65,0,8,205,9
496-2,113,2,8,211,9
497-1,46,2,8,141,9
497-2,53,1,8,142,9
498-1,67,1,8,201,9
498-2,49,4,8,139,9
499-1,48,2,8,138,9
499-2,36,1,8,142,9
5-1,53,2,8,157,9
5-2,65,3,8,142,9
50-1,100,1,8,230,9
50-2,87,0,8,223,9
500-1,58,2,8,142,9
500-2,45,1,8,146,9
501-1,64,0,8,178,9
501-2,61,4,8,153,9
502-1,71,1,8,164,9
502-2,85,2,8,165,9
503-1,36,2,8,160,9
503-2,59,0,8,161,9
504-1,50,1,8,154,9
505-1,71,1,8,156,9
505-2,76,1,8,159,9
506-1,63,3,8,195,9
506-2,50,1,8,165,9
507-1,72,2,8,185,9
507-2,76,0,8,189,9
508-1,87,1,8,173,9
508-2,57,1,8,158,9
509-1,67,2,8,179,9
509-2,56,1,8,163,9
51-1,73,2,8,168,9
51-2,65,2,8,161,9
510-1,41,3,8,154,9
511-1,69,2,8,160,9
512-1,58,3,8,115,9
513-1,43,1,8,189,9
514-1,67,1,8,163,9
514-2,55,3,8,135,9
515-1,63,0,8,173,9
515-2,72,2,8,176,9
516-1,92,0,8,226,9
516-2,107,3,8,202,9
517-1,50,2,8,199,9
517-2,73,2,8,200,9
518-1,48,3,8,168,9
518-2,62,1,8,170,9
519-1,71,2,8,150,9
519-2,51,3,8,149,9
52-1,76,0,8,154,9
52-2,58,2,8,158,9
520-1,53,3,8,162,9
520-2,61,3,8,136,9
521-1,75,0,8,209,9
521-2,62,2,8,164,9
522-1,62,0,8,177,9
522-2,56,3,8,179,9
523-1,58,1,8,184,9
523-2,57,2,8,186,9
524-1,72,2,8,177,9
524-2,26,4,8,159,9
525-1,59,1,8,166,9
526-1,38,3,8,164,9
526-2,57,1,8,165,9
527-1,80,5,8,165,9
527-2,53,1,8,169,9
528-1,52,1,8,165,9
528-2,56,2,8,169,9
529-1,43,3,8,127,9
529-2,51,0,8,131,9
53-1,68,1,8,173,9
53-2,80,4,8,164,9
530-1,44,3,8,183,9
531-1,57,1,8,167,9
531-2,55,2,8,163,9
532-1,54,3,8,155,9
533-1,49,3,8,156,9
533-2,57,0,8,157,9
534-1,64,1,8,209,9
534-2,48,1,8,191,9
535-1,54,2,8,146,9
535-2,62,2,8,147,9
536-1,59,0,8,191,9
536-2,54,2,8,191,9
537-1,56,0,8,176,9
538-1,64,1,8,181,9
538-2,61,2,8,154,9
539-1,56,1,8,190,9
539-2,64,2,8,153,9
540-1,63,2,8,130,9
541-1,56,2,8,157,9
541-2,64,2,8,137,9
542-1,81,1,8,192,9
542-2,48,3,8,95,9
543-1,43,4,8,95,9
544-1,65,2,8,150,9
544-2,48,3,8,130,9
545-1,62,1,8,171,9
545-2,51,0,8,158,9
546-1,69,2,8,200,9
547-1,61,1,8,134,9
547-2,64,3,8,132,9
548-1,37,5,8,118,9
549-1,60,1,8,187,9
549-2,71,1,8,179,9
55-1,48,1,8,161,9
55-2,51,2,8,151,9
551-1,86,0,8,192,9
551-2,71,3,8,170,9
552-1,72,0,8,172,9
552-2,58,2,8,149,9
553-1,61,1,8,189,9
553-2,59,2,8,175,9
554-1,48,2,8,148,9
554-2,56,3,8,124,9
555-1,68,1,8,167,9
555-2,55,3,8,132,9
556-1,57,3,8,152,9
556-2,50,4,8,153,9
557-1,79,0,8,226,9
558-1,67,1,8,201,9
558-2,47,3,8,194,9
559-1,59,1,8,158,9
559-2,73,0,8,159,9
56-1,43,2,8,162,9
56-2,51,4,8,142,9
560-1,59,1,8,183,9
560-2,66,2,8,184,9
561-1,54,2,8,163,9
561-2,60,1,8,157,9
562-1,61,1,8,235,9
562-2,63,1,8,196,9
563-1,48,2,8,157,9
563-2,49,2,8,145,9
564-1,69,1,8,185,9
564-2,62,3,8,180,9
565-1,34,1,8,119,9
567-1,50,3,8,171,9
567-2,58,2,8,166,9
569-1,48,3,8,130,9
57-1,39,1,8,128,9
570-1,84,1,8,199,9
570-2,77,2,8,190,9
571-1,61,1,8,187,9
572-1,39,3,8,113,9
573-1,62,0,8,187,9
573-2,66,2,8,162,9
574-1,46,2,8,180,9
574-2,55,2,8,109,9
575-1,38,3,8,139,9
575-2,47,1,8,140,9
576-1,78,1,8,202,9
576-2,50,1,8,161,9
577-1,40,5,8,121,9
579-1,71,0,8,161,9
58-1,36,5,8,107,9
580-1,61,1,8,227,9
580-2,83,1,8,182,9
581-1,58,1,8,187,9
581-2,63,1,8,188,9
582-1,76,1,8,163,9
582-2,85,0,8,164,9
583-1,52,2,8,111,9
584-1,43,3,8,142,9
584-2,50,0,8,146,9
585-1,41,2,8,143,9
585-2,63,1,8,147,9
586-1,65,2,8,152,9
586-2,58,0,8,153,9
587-1,79,1,8,191,9
587-2,67,2,8,192,9
588-1,47,3,8,142,9
589-1,48,2,8,138,9
59-1,46,3,8,129,9
59-2,48,1,8,128,9
590-1,66,1,8,170,9
591-1,62,2,8,135,9
592-1,57,1,8,185,9
592-2,53,3,8,172,9
593-1,54,3,8,164,9
593-2,60,1,8,154,9
594-1,51,2,8,143,9
595-1,60,2,8,180,9
595-2,83,1,8,182,9
596-1,47,1,8,160,9
596-2,68,3,8,162,9
597-1,60,1,8,189,9
597-2,57,2,8,164,9
598-1,32,4,8,118,9
599-1,91,0,8,172,9
599-2,38,3,8,171,9
6-1,54,3,8,135,9
60-1,73,1,8,222,9
600-1,71,1,8,174,9
601-1,63,1,8,195,9
601-2,93,0,8,196,9
602-1,54,3,8,186,9
602-2,59,3,8,159,9
603-1,63,1,8,194,9
603-2,64,1,8,179,9
604-1,70,3,8,154,9
604-2,42,5,8,131,9
605-1,84,1,8,159,9
605-2,61,1,8,161,9
606-1,60,1,8,185,9
606-2,59,2,8,189,9
607-1,52,3,8,149,9
608-1,51,0,8,164,9
608-2,48,3,8,157,9
609-1,59,2,8,162,9
609-2,59,0,8,166,9
61-1,70,3,8,240,9
61-2,84,1,8,207,9
610-1,39,4,8,126,9
610-2,43,2,8,129,9
611-1,75,1,8,191,9
611-2,59,0,8,195,9
612-1,56,2,8,181,9
612-2,71,1,8,172,9
613-1,67,0,8,177,9
614-1,41,4,8,158,9
615-1,64,2,8,175,9
615-2,65,1,8,174,9
616-1,45,1,8,137,9
616-2,40,2,8,133,9
617-1,37,2,8,151,9
617-2,52,1,8,153,9
618-1,61,0,8,146,9
618-2,69,1,8,150,9
619-1,34,2,8,124,9
62-1,48,4,8,129,9
620-1,59,1,8,248,9
620-2,47,5,8,104,9
622-1,61,1,8,179,9
622-2,68,1,8,180,9
623-1,61,1,8,206,9
623-2,60,3,8,126,9
624-1,74,1,8,183,9
624-2,72,1,8,186,9
625-1,32,2,8,121,9
627-1,49,3,8,124,9
628-1,53,2,8,158,9
628-2,52,1,8,161,9
629-1,63,1,8,172,9
629-2,52,2,8,173,9
63-1,60,3,8,165,9
63-2,54,1,8,166,9
630-1,59,3,8,172,9
631-1,63,3,8,171,9
631-2,59,1,8,149,9
632-1,62,2,8,138,9
632-2,68,2,8,139,9
633-1,38,3,8,158,9
633-2,47,5,8,159,9
634-1,53,1,8,162,9
634-2,56,2,8,140,9
635-1,52,2,8,162,9
635-2,61,2,8,163,9
636-1,75,1,8,208,9
636-2,79,0,8,200,9
64-1,47,2,8,110,9
64-2,34,3,8,112,9
65-1,70,3,8,166,9
65-2,65,3,8,168,9
66-1,36,3,8,142,9
67-1,64,2,8,208,9
67-2,68,2,8,202,9
68-1,72,2,8,214,9
68-2,98,1,8,217,9
69-1,81,1,8,182,9
69-2,61,2,8,116,9
7-1,67,3,8,178,9
7-2,71,1,8,180,9
70-1,68,4,8,135,9
71-1,65,4,8,147,9
72-1,42,3,8,154,9
73-1,58,4,8,158,9
73-2,70,3,8,162,9
74-1,50,2,8,178,9
74-2,69,1,8,165,9
75-1,49,3,8,137,9
75-2,47,3,8,138,9
76-1,75,1,8,191,9
76-2,65,3,8,181,9
77-1,59,2,8,164,9
77-2,55,2,8,167,9
78-1,60,2,8,196,9
78-2,70,3,8,151,9
7894-1,53,2,8,169,9
7894-2,50,3,8,176,9
7895-1,65,2,8,172,9
7895-2,83,2,8,168,9
7896-1,68,1,8,182,9
7896-2,88,3,8,190,9
7897-1,61,2,8,133,9
7898-1,81,2,8,207,9
7898-2,83,1,8,212,9
79-1,65,1,8,169,9
79-2,93,0,8,172,9
7900-1,64,3,8,155,9
7900-2,74,2,8,155,9
7901-1,73,3,8,161,9
7901-2,65,2,8,163,9
7902-1,99,0,8,204,9
7902-2,68,1,8,197,9
7903-1,55,2,8,145,9
7903-2,57,2,8,144,9
7904-1,68,2,8,231,9
7904-2,83,2,8,204,9
7905-1,97,1,8,198,9
7905-2,74,3,8,206,9
7906-1,64,2,8,206,9
7907-1,87,2,8,230,9
7907-2,68,2,8,173,9
7908-1,59,1,8,165,9
7908-2,68,1,8,166,9
7909-1,57,1,8,201,9
7909-2,61,3,8,191,9
7910-1,79,1,8,210,9
7910-2,61,3,8,148,9
7911-1,81,1,8,200,9
7912-1,42,2,8,186,9
7913-1,39,2,8,186,9
7913-2,52,3,8,180,9
7914-1,66,1,8,172,9
7914-2,59,2,8,174,9
7915-1,62,3,8,157,9
7915-2,65,3,8,148,9
7916-1,73,4,8,130,9
7916-2,39,3,8,89,9
7917-1,72,1,8,213,9
7917-2,67,3,8,218,9
7918-1,55,3,8,140,9
7918-2,56,1,8,121,9
7919-1,64,1,8,223,9
7919-2,66,4,8,168,9
7920-1,65,1,8,176,9
7920-2,58,0,8,180,9
7921-1,54,1,8,152,9
7921-2,60,1,8,141,9
7922-1,70,0,8,185,9
7922-2,70,1,8,184,9
7923-1,77,0,8,218,9
7923-2,69,3,8,206,9
7924-1,56,1,8,173,9
7924-2,68,4,8,176,9
7926-1,77,1,8,184,9
7927-1,61,1,8,184,9
7927-2,50,1,8,182,9
7928-1,60,3,8,131,9
7929-1,76,1,8,166,9
7929-2,71,0,8,170,9
7930-1,83,0,8,187,9
7930-2,82,2,8,177,9
7931-1,72,2,8,160,9
7931-2,52,2,8,158,9
7932-1,50,2,8,155,9
7932-2,65,2,8,146,9
7933-1,73,2,8,161,9
7933-2,44,2,8,149,9
7934-1,60,1,8,217,9
7934-2,54,4,8,109,9
7935-1,45,3,8,190,9
7935-2,74,1,8,193,9
7936-1,68,1,8,188,9
7936-2,80,2,8,180,9
7937-1,84,1,8,250,9
7937-2,81,3,8,221,9
7938-1,66,2,8,188,9
7938-2,81,2,8,198,9
7939-1,55,1,8,192,9
7939-2,77,0,8,181,9
7940-1,65,0,8,177,9
7942-1,80,2,8,144,9
7943-1,74,3,8,197,9
7943-2,74,1,8,192,9
7944-1,70,2,8,222,9
7944-2,64,2,8,209,9
7945-1,58,1,8,171,9
7945-2,51,1,8,130,9
7946-1,59,1,8,174,9
7946-2,75,1,8,137,9
7947-1,84,0,8,183,9
7947-2,84,1,8,180,9
7948-1,71,2,8,186,9
7948-2,68,2,8,170,9
7949-1,57,3,8,164,9
7949-2,48,3,8,168,9
7950-1,54,4,8,148,9
7950-2,43,4,8,145,9
7951-1,58,4,8,179,9
7951-2,65,1,8,145,9
7952-1,63,2,8,179,9
7952-2,83,1,8,163,9
7953-1,66,1,8,186,9
7953-2,59,1,8,187,9
8-1,34,3,8,148,9
80-1,65,0,8,165,9
80-2,53,2,8,171,9
81-1,68,1,8,178,9
81-2,42,4,8,169,9
82-1,58,2,8,162,9
82-2,53,3,8,133,9
83-1,46,5,8,109,9
84-1,40,3,8,126,9
84-2,63,1,8,127,9
85-1,50,4,8,144,9
87-1,67,2,8,187,9
87-2,84,1,8,188,9
89-1,61,1,8,140,9
9-1,71,1,8,205,9
91-1,68,3,8,181,9
91-2,53,2,8,163,9
92-1,58,1,8,204,9
92-2,63,3,8,181,9
93-1,59,2,8,156,9
93-2,43,2,8,159,9
94-1,59,3,8,143,9
95-1,54,2,8,133,9
96-1,42,2,8,156,9
97-1,75,0,8,221,9
97-2,49,2,8,180,9
98-1,59,1,8,194,9
98-2,74,2,8,182,9
1-1,84,1,9,207,10
1-2,85,2,9,172,10
10-1,62,0,9,158,10
10-2,76,2,9,159,10
101-1,86,0,9,197,10
101-2,33,4,9,132,10
102-1,74,3,9,178,10
102-2,56,3,9,153,10
103-1,56,2,9,149,10
104-1,64,2,9,154,10
104-2,100,2,9,158,10
105-1,48,2,9,147,10
106-1,74,1,9,189,10
106-2,83,2,9,188,10
107-1,38,3,9,126,10
107-2,60,0,9,112,10
108-1,66,0,9,175,10
108-2,97,1,9,178,10
109-1,79,1,9,176,10
109-2,79,2,9,179,10
11-1,78,2,9,170,10
110-1,95,0,9,211,10
110-2,84,2,9,201,10
111-1,71,1,9,156,10
111-2,57,2,9,153,10
11138-1,86,0,9,189,10
11138-2,69,1,9,187,10
11139-1,72,2,9,219,10
11139-2,72,3,9,185,10
11140-1,68,2,9,200,10
11140-2,83,1,9,175,10
11141-1,57,1,9,154,10
11141-2,89,1,9,157,10
11142-1,79,2,9,223,10
11142-2,73,3,9,196,10
11143-1,76,1,9,197,10
11143-2,75,2,9,186,10
11144-1,64,1,9,203,10
11144-2,109,0,9,211,10
11145-1,84,2,9,187,10
11145-2,75,1,9,185,10
11146-1,60,4,9,193,10
11146-2,76,1,9,189,10
11147-1,89,0,9,233,10
11147-2,45,6,9,120,10
11148-1,46,3,9,182,10
11148-2,75,3,9,174,10
11149-1,80,3,9,175,10
11149-2,87,2,9,163,10
11150-1,74,2,9,164,10
11150-2,78,1,9,174,10
11151-1,52,3,9,176,10
11151-2,68,3,9,147,10
11152-1,53,2,9,134,10
11152-2,82,2,9,142,10
11153-1,70,1,9,210,10
11153-2,100,1,9,219,10
112-1,71,1,9,174,10
112-2,66,3,9,175,10
113-1,51,0,9,145,10
113-2,54,3,9,146,10
11309-1,66,1,9,165,10
11309-2,68,2,9,142,10
11310-1,48,3,9,142,10
11311-1,56,2,9,154,10
11311-2,82,2,9,164,10
11312-1,55,1,9,150,10
11313-1,51,1,9,158,10
11313-2,62,1,9,152,10
11314-1,48,5,9,114,10
11315-1,89,0,9,204,10
11315-2,62,3,9,210,10
11316-1,77,4,9,158,10
11316-2,39,4,9,164,10
11317-1,66,2,9,183,10
11317-2,75,2,9,183,10
11318-1,76,0,9,191,10
11318-2,91,1,9,192,10
11319-1,88,2,9,180,10
11319-2,80,1,9,175,10
11320-1,76,1,9,170,10
11320-2,62,2,9,164,10
11321-1,79,3,9,164,10
11321-2,67,0,9,121,10
11322-1,67,2,9,179,10
11322-2,90,2,9,179,10
11323-1,72,2,9,190,10
11323-2,93,1,9,180,10
11324-1,73,0,9,139,10
11325-1,72,2,9,174,10
11325-2,61,2,9,136,10
11326-1,62,2,9,219,10
11326-2,50,3,9,219,10
11327-1,78,1,9,171,10
11327-2,91,3,9,168,10
11328-1,82,3,9,168,10
11328-2,82,1,9,177,10
11329-1,77,4,9,164,10
11330-1,71,2,9,165,10
11330-2,62,4,9,172,10
11331-1,82,1,9,196,10
11331-2,78,2,9,194,10
11332-1,83,1,9,179,10
11332-2,74,1,9,185,10
11333-1,86,4,9,213,10
11333-2,104,1,9,190,10
11334-1,52,3,9,185,10
11334-2,67,3,9,182,10
11335-1,81,1,9,159,10
11336-1,81,1,9,169,10
11336-2,79,0,9,167,10
11337-1,83,1,9,193,10
11337-2,84,2,9,176,10
11338-1,89,0,9,241,10
11338-2,61,4,9,204,10
11339-1,112,1,9,232,10
11339-2,76,2,9,174,10
11341-1,51,1,9,186,10
11342-1,71,1,9,170,10
11342-2,76,3,9,165,10
11343-1,74,2,9,186,10
11344-1,52,4,9,124,10
11345-1,64,3,9,179,10
11345-2,76,3,9,187,10
11346-1,69,1,9,172,10
11347-1,59,2,9,143,10
114-1,51,2,9,147,10
114-2,68,2,9,148,10
11412-1,47,3,9,136,10
11412-2,62,2,9,140,10
11413-1,71,2,9,171,10
11413-2,79,0,9,170,10
11414-1,61,3,9,155,10
11414-2,77,0,9,162,10
11415-1,60,2,9,152,10
11415-2,73,1,9,157,10
115-1,77,3,9,192,10
116-1,44,5,9,112,10
117-1,64,2,9,163,10
117-2,61,3,9,164,10
118-1,55,1,9,165,10
118-2,66,2,9,146,10
119-1,52,4,9,133,10
12-1,62,0,9,142,10
12-2,37,5,9,145,10
121-1,27,3,9,101,10
122-1,97,0,9,179,10
123-1,58,3,9,158,10
124-1,77,2,9,184,10
124-2,50,3,9,160,10
125-1,82,3,9,189,10
125-2,97,2,9,180,10
126-1,73,4,9,150,10
126-2,63,2,9,150,10
127-1,65,3,9,168,10
127-2,67,1,9,173,10
128-1,76,1,9,168,10
128-2,76,1,9,156,10
129-1,68,2,9,149,10
129-2,61,2,9,150,10
13-1,87,2,9,171,10
130-1,52,4,9,139,10
130-2,43,6,9,112,10
131-1,77,2,9,165,10
131-2,80,2,9,169,10
132-1,103,0,9,187,10
133-1,61,4,9,143,10
133-2,56,3,9,147,10
134-1,56,3,9,139,10
134-2,57,0,9,143,10
135-1,42,3,9,119,10
135-2,44,3,9,116,10
136-1,52,3,9,148,10
136-2,62,3,9,150,10
137-1,69,2,9,164,10
137-2,54,2,9,126,10
138-1,56,3,9,148,10
138-2,54,2,9,139,10
139-1,56,3,9,145,10
139-2,63,0,9,137,10
14-1,67,2,9,172,10
14-2,53,1,9,155,10
140-1,54,2,9,141,10
140-2,54,3,9,142,10
141-1,64,2,9,163,10
141-2,69,3,9,145,10
142-1,43,1,9,153,10
142-2,77,2,9,154,10
143-1,48,3,9,149,10
143-2,68,1,9,150,10
144-1,78,1,9,178,10
145-1,79,0,9,211,10
145-2,49,5,9,133,10
146-1,65,1,9,154,10
146-2,73,1,9,157,10
147-1,59,2,9,145,10
147-2,61,3,9,126,10
148-1,44,4,9,105,10
15-1,71,2,9,188,10
15-2,53,3,9,137,10
150-1,39,4,9,116,10
150-2,46,1,9,118,10
151-1,70,2,9,168,10
151-2,80,2,9,169,10
152-1,55,2,9,140,10
152-2,61,2,9,141,10
153-1,62,2,9,157,10
153-2,54,3,9,141,10
154-1,51,5,9,123,10
155-1,69,2,9,166,10
155-2,51,3,9,113,10
156-1,57,2,9,173,10
156-2,63,1,9,176,10
157-1,67,3,9,119,10
158-1,77,2,9,173,10
158-2,80,2,9,161,10
159-1,67,2,9,129,10
159-2,52,3,9,132,10
16-1,67,1,9,176,10
16-2,85,1,9,177,10
160-1,62,1,9,145,10
160-2,49,3,9,143,10
161-1,51,3,9,120,10
161-2,49,3,9,123,10
162-1,65,2,9,147,10
162-2,50,2,9,151,10
163-1,47,1,9,160,10
163-2,68,0,9,166,10
164-1,52,4,9,134,10
164-2,61,2,9,133,10
165-1,55,2,9,150,10
165-2,50,3,9,136,10
166-1,78,1,9,188,10
166-2,78,1,9,189,10
167-1,58,3,9,134,10
167-2,48,1,9,135,10
168-1,58,4,9,101,10
168-2,37,4,9,102,10
169-1,65,2,9,116,10
169-2,38,2,9,92,10
17-1,69,2,9,161,10
17-2,63,2,9,134,10
170-1,66,3,9,165,10
171-1,61,1,9,170,10
171-2,78,1,9,158,10
172-1,75,2,9,153,10
173-1,70,2,9,146,10
173-2,79,2,9,149,10
174-1,59,3,9,143,10
174-2,59,3,9,137,10
175-1,55,4,9,161,10
175-2,77,1,9,150,10
176-1,89,3,9,212,10
176-2,65,3,9,208,10
177-1,66,4,9,142,10
177-2,54,3,9,146,10
178-1,53,4,9,135,10
178-2,79,0,9,136,10
179-1,69,2,9,190,10
179-2,59,4,9,159,10
18-1,71,2,9,168,10
18-2,75,3,9,169,10
180-1,54,4,9,141,10
181-1,73,0,9,203,10
181-2,78,1,9,204,10
182-1,55,2,9,164,10
182-2,61,5,9,109,10
183-1,98,2,9,218,10
184-1,43,3,9,92,10
185-1,84,1,9,185,10
185-2,89,2,9,190,10
186-1,84,2,9,170,10
186-2,51,4,9,164,10
187-1,80,3,9,168,10
187-2,59,1,9,134,10
188-1,69,2,9,151,10
188-2,77,0,9,155,10
189-1,71,2,9,171,10
189-2,81,1,9,161,10
19-1,50,1,9,159,10
19-2,61,3,9,154,10
190-1,55,2,9,136,10
190-2,67,1,9,136,10
191-1,60,0,9,155,10
191-2,71,1,9,156,10
192-1,61,2,9,171,10
192-2,53,1,9,135,10
193-1,77,2,9,183,10
193-2,92,2,9,152,10
194-1,71,2,9,180,10
194-2,94,1,9,181,10
195-1,72,4,9,148,10
196-1,66,2,9,183,10
196-2,65,3,9,144,10
197-1,88,2,9,183,10
197-2,71,0,9,166,10
198-1,86,1,9,177,10
198-2,76,2,9,160,10
199-1,72,3,9,172,10
2-1,76,3,9,184,10
2-2,82,1,9,187,10
20-1,83,0,9,213,10
20-2,95,2,9,192,10
200-1,82,3,9,177,10
200-2,52,4,9,137,10
201-1,76,2,9,163,10
201-2,74,1,9,164,10
202-1,67,2,9,161,10
202-2,81,1,9,162,10
203-1,70,4,9,188,10
204-1,70,3,9,181,10
204-2,78,2,9,157,10
205-1,66,2,9,181,10
205-2,68,2,9,184,10
206-1,89,2,9,246,10
206-2,90,2,9,223,10
207-1,62,3,9,178,10
207-2,61,3,9,115,10
208-1,62,1,9,200,10
208-2,93,1,9,204,10
209-1,79,2,9,184,10
209-2,51,1,9,147,10
21-1,73,1,9,191,10
21-2,80,1,9,176,10
210-1,75,2,9,159,10
210-2,77,2,9,157,10
211-1,70,2,9,165,10
